frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m
01004.png,1787054736.702,-0.01480,0.02164,0.27699,1,3,0.729,ok,-0.12372;0.15333;0.23863
01005.png,1787054736.754,0.01278,0.00783,0.22081,1,3,0.729,ok,-0.12318;0.09763;0.21859
01006.png,1787054736.803,-0.01651,0.00183,0.27667,1,3,0.729,ok,-0.12183;0.15484;0.21500
01007.png,1787054736.853,0.00981,-0.00042,0.22283,1,3,0.812,ok,-0.12122;0.10160;0.18875
01008.png,1787054736.904,0.00379,-0.01076,0.22970,1,3,0.812,ok,-0.11865;0.11106;0.20660
01009.png,1787054736.953,-0.00058,-0.02148,0.24166,1,3,0.896,ok,-0.12028;0.12143;0.23888
01010.png,1787054737.004,-0.02746,-0.03674,0.29120,1,3,0.812,ok,-0.11824;0.17316;0.23808
01011.png,1787054737.057,-0.02301,-0.02691,0.27740,1,3,0.750,ok,-0.11574;0.16176;0.21125
01012.png,1787054737.101,0.00635,-0.02616,0.21909,1,3,0.812,ok,-0.11593;0.10324;0.28127
01013.png,1787054737.152,-0.02548,-0.01465,0.28405,1,3,0.771,ok,-0.11656;0.16752;0.23554
01014.png,1787054737.201,-0.02438,-0.01339,0.28146,1,3,0.729,ok,-0.11636;0.16512;0.24105
01015.png,1787054737.252,-0.03874,-0.01306,0.30717,1,3,0.750,ok,-0.11485;0.19234;0.29456
01016.png,1787054737.301,-0.03242,-0.03102,0.29192,1,3,0.750,ok,-0.11361;0.17845;0.21010
01017.png,1787054737.351,-0.00417,-0.02575,0.23729,1,3,0.771,ok,-0.11451;0.12285;0.24053
01018.png,1787054737.502,-0.02687,-0.04021,0.27542,1,3,0.729,ok,-0.11095;0.16469;0.20648
01019.png,1787054737.553,-0.11542,-0.44976,0.22654,1,3,0.354,ok,-0.10907;-0.01035;0.24120
01020.png,1787054737.602,-0.02270,0.03235,0.26051,0,3,0.375,single_line,-0.10756;0.27692;0.31540
01021.png,1787054737.652,-0.05395,0.07940,0.31559,1,3,0.667,ok,-0.10435;0.21224;0.27720
01022.png,1787054737.703,-0.01539,0.06450,0.24021,1,3,0.667,ok,-0.10497;0.13575;0.29035
01023.png,1787054737.752,-0.02928,0.05222,0.26526,0,3,0.354,single_line,-0.10335;0.28574;0.32783
01024.png,1787054737.802,-0.04617,0.04936,0.30052,1,3,0.583,ok,-0.10427;0.19661;0.44951
01025.png,1787054737.852,-0.03876,0.04443,0.27231,0,3,0.396,single_line,-0.09739;0.00271;0.37611
01026.png,1787054737.904,-0.05882,0.03763,0.31567,1,3,0.729,ok,-0.09913;0.21677;0.63598
01027.png,1787054737.952,-0.00179,0.03603,0.19062,1,3,0.708,ok,-0.09358;0.09717;0.29712
01028.png,1787054738.002,-0.06829,0.05021,0.31948,1,3,0.583,ok,-0.09166;0.22823;0.23263
01029.png,1787054738.052,-0.07495,0.03077,0.33092,1,2,0.812,ok,-0.09059;0.24049
01030.png,1787054738.102,0.00058,-0.16350,0.28557,0,3,0.167,single_line,-0.08955;0.01744;0.14220
01031.png,1787054738.154,-0.07794,0.02737,0.33233,1,2,0.812,ok,-0.08828;0.24417
01032.png,1787054738.202,-0.00461,-0.12920,0.29492,0,3,0.125,single_line,-0.08715;0.01562;0.15207
01033.png,1787054738.252,-0.06079,0.02044,0.29492,0,3,0.500,single_line,-0.08667;0.33971;0.38656
01034.png,1787054738.302,-0.04556,0.02455,0.26110,1,2,0.771,ok,-0.08503;0.17615
01035.png,1787054738.352,-0.08487,0.01988,0.33612,1,2,0.750,ok,-0.08322;0.25297
01036.png,1787054738.401,-0.02059,0.01411,0.20918,1,2,0.771,ok,-0.08401;0.12519
01037.png,1787054738.452,-0.07726,0.01594,0.31700,1,3,0.688,ok,-0.21295;-0.08126;0.23578
01038.png,1787054738.503,-0.06181,0.02064,0.28743,0,2,0.500,single_line,-0.08190;0.27532
01039.png,1787054738.552,-0.06275,0.02198,0.28743,0,2,0.500,single_line,-0.08096;0.28238
01040.png,1787054738.652,-0.07564,-0.22749,0.15235,1,3,0.271,ok,-0.07903;-0.00255;0.15383
01041.png,1787054738.702,-0.05100,0.02946,0.26041,0,2,0.500,single_line,-0.07921;0.27653
01042.png,1787054738.751,-0.05200,0.03092,0.26041,0,3,0.479,single_line,-0.07820;0.39870;0.42166
01043.png,1787054738.802,-0.05457,0.02119,0.26406,1,3,0.646,ok,-0.11625;-0.07749;0.18663
01044.png,1787054738.852,-0.05417,0.01442,0.26235,1,3,0.667,ok,-0.32121;-0.07701;0.18536
01045.png,1787054738.901,-0.06879,0.02247,0.28830,1,3,0.688,ok,-0.27035;-0.07540;0.21297
01046.png,1787054738.952,-0.14918,0.02960,0.17084,1,3,0.333,ok,-0.07437;0.06372;0.23464
01047.png,1787054739.051,-0.02548,-0.59434,0.13839,1,4,0.229,ok,-0.07356;-0.05804;0.10899;0.24873
01048.png,1787054739.104,-0.06079,-0.52480,0.12591,1,4,0.229,ok,-0.07406;-0.01195;0.13353;0.30888
01049.png,1787054739.152,-0.07422,0.03971,0.29075,1,2,0.667,ok,-0.07127;0.21971
01050.png,1787054739.202,-0.07504,0.04939,0.28990,1,2,0.646,ok,-0.07009;0.22017
01051.png,1787054739.252,-0.07515,0.03394,0.28887,1,2,0.667,ok,-0.06936;0.21967
01052.png,1787054739.303,-0.07527,0.03656,0.28999,1,2,0.688,ok,-0.06982;0.22036
01053.png,1787054739.352,-0.08564,0.04793,0.30684,1,2,0.708,ok,-0.06796;0.23924
01054.png,1787054739.403,-0.08311,0.03424,0.30361,1,2,0.729,ok,-0.06878;0.23501
01055.png,1787054739.501,-0.08197,0.03476,0.29657,1,2,0.750,ok,-0.06640;0.23035
01056.png,1787054739.551,-0.01292,-0.14042,0.27792,0,3,0.083,single_line,-0.06524;0.04679;0.15188
01057.png,1787054739.702,-0.19785,-0.21285,0.19369,1,4,0.188,ok,-0.06539;0.03262;0.09877;0.29693
01058.png,1787054739.752,-0.07756,-0.18453,0.16334,1,4,0.292,ok,-0.06402;-0.00552;0.16064;0.25450
01059.png,1787054739.852,-0.06672,0.03941,0.26089,1,3,0.708,ok,-0.29637;-0.06383;0.19726
01060.png,1787054739.952,-0.15318,-0.21624,0.27595,1,4,0.167,ok,-0.06399;0.01192;0.29445;0.29623
01061.png,1787054740.203,-0.07345,-0.00928,0.25942,1,3,0.625,ok,-0.14334;-0.05627;0.20316
01062.png,1787054740.252,-0.09747,-0.01323,0.30814,1,3,0.625,ok,-0.15458;-0.05661;0.25155
01063.png,1787054740.302,-0.07778,-0.01618,0.26505,1,3,0.604,ok,-0.05476;0.21033;0.24861
01064.png,1787054740.352,-0.08202,-0.01331,0.27119,1,3,0.625,ok,-0.05359;0.21763;0.26917
01065.png,1787054740.402,-0.07786,-0.00751,0.26567,0,3,0.500,single_line,-0.05497;-0.03072;0.04388
01066.png,1787054740.502,-0.03690,-0.00327,0.17967,1,3,0.750,ok,-0.05293;0.12673;0.28110
01067.png,1787054740.552,-0.01891,-0.00104,0.14591,1,3,0.729,ok,-0.05404;0.09187;0.28650
01068.png,1787054740.652,-0.02589,-0.64159,0.22796,0,3,0.167,single_line,-0.08809;-0.05369;0.02260
01069.png,1787054740.704,-0.05327,0.02124,0.21171,1,3,0.604,ok,-0.05260;0.15915;0.28239
01070.png,1787054740.752,0.02112,-0.72842,0.22471,0,3,0.125,single_line,-0.13347;-0.05334;0.02065
01071.png,1787054740.802,-0.02248,0.17970,0.22471,0,3,0.146,single_line,-0.05291;0.04763;0.13484
01072.png,1787054740.852,-0.06116,-0.31240,0.13904,1,3,0.229,ok,-0.05234;-0.01189;0.13422
01073.png,1787054740.902,-0.02803,-0.59491,0.20757,0,3,0.146,single_line,-0.07575;-0.05199;0.03868
01074.png,1787054740.952,-0.04565,-0.01796,0.20757,0,3,0.083,single_line,-0.05090;0.04668;0.14944
01075.png,1787054741.002,-0.07001,0.03930,0.24203,1,3,0.625,ok,-0.05110;0.19112;0.26349
01076.png,1787054741.053,-0.05236,0.03983,0.20810,1,3,0.667,ok,-0.05177;0.15649;0.19701
01077.png,1787054741.102,0.03064,-0.97769,0.21319,0,2,0.146,single_line,-0.13724;-0.05011
01078.png,1787054741.152,-0.07529,0.03153,0.25053,1,3,0.667,ok,-0.21883;-0.05004;0.20062
01079.png,1787054741.203,-0.07540,0.03069,0.25179,1,3,0.667,ok,-0.22432;-0.05055;0.20136
01080.png,1787054741.252,-0.08229,0.03293,0.26271,1,3,0.667,ok,-0.21577;-0.04913;0.21371
01081.png,1787054741.302,-0.07796,0.03302,0.25530,1,3,0.646,ok,-0.19249;-0.04976;0.20568
01082.png,1787054741.353,-0.05786,0.03591,0.21590,1,2,0.625,ok,-0.05015;0.16588
01083.png,1787054741.403,-0.08001,-0.24833,0.16600,1,3,0.250,ok,-0.05078;-0.00561;0.16564
01084.png,1787054741.455,-0.05702,0.03199,0.21403,1,3,0.646,ok,-0.05005;0.16409;0.19781
01085.png,1787054741.505,-0.08078,0.03572,0.26320,1,3,0.667,ok,-0.18409;-0.05090;0.21246
01086.png,1787054741.557,-0.08639,-0.23191,0.15361,1,3,0.250,ok,-0.05204;0.00747;0.16531
01087.png,1787054741.654,-0.07537,0.02853,0.25796,1,3,0.646,ok,-0.18413;-0.05367;0.20440
01088.png,1787054741.752,0.13379,0.03196,0.15685,1,2,0.667,ok,-0.21226;-0.05533
01089.png,1787054741.805,-0.07327,0.03462,0.25792,1,3,0.646,ok,-0.19055;-0.05577;0.20230
01090.png,1787054741.851,-0.07201,0.03690,0.26000,1,3,0.667,ok,-0.22461;-0.05808;0.20210
01091.png,1787054741.902,-0.06706,0.03986,0.25278,1,3,0.708,ok,-0.33029;-0.05943;0.19355
01092.png,1787054742.053,-0.06667,0.04420,0.25957,1,3,0.667,ok,-0.06325;0.19658;0.31190
01093.png,1787054742.104,-0.13326,-0.57634,0.25075,1,4,0.229,ok,-0.08753;-0.06334;-0.01628;0.28279
01094.png,1787054742.152,-0.06633,-0.28189,0.16974,1,3,0.271,ok,-0.06630;-0.02202;0.15469
01095.png,1787054742.203,-0.01260,0.03784,0.15710,1,3,0.646,ok,-0.06600;0.09120;0.21774
01096.png,1787054742.252,-0.10085,0.02849,0.33643,1,3,0.667,ok,-0.22619;-0.06743;0.26914
01097.png,1787054742.304,-0.06343,0.02849,0.26188,1,3,0.688,ok,-0.06871;-0.06756;0.19442
01098.png,1787054742.352,-0.10332,-0.21219,0.27118,1,3,0.375,ok,-0.06842;-0.03538;0.24202
01099.png,1787054742.403,-0.09425,-0.25204,0.27880,1,3,0.354,ok,-0.06931;-0.04970;0.23820
01100.png,1787054742.454,-0.09437,0.00382,0.32998,1,3,0.750,ok,-0.07062;0.25936;0.30609
01101.png,1787054742.503,-0.12350,-0.17536,0.25385,1,3,0.354,ok,-0.07078;-0.00540;0.25240
01102.png,1787054742.552,-0.12432,-0.17680,0.24669,1,3,0.354,ok,-0.07092;-0.00098;0.24962
01103.png,1787054742.601,-0.08669,0.01130,0.31529,1,3,0.646,ok,-0.17704;-0.07097;0.24434
01104.png,1787054742.651,0.00171,-0.14123,0.27289,0,4,0.104,single_line,-0.07152;-0.00612;0.04798;0.13474
01105.png,1787054742.702,-0.08518,-0.27309,0.21528,1,3,0.354,ok,-0.07336;-0.02660;0.19696
01106.png,1787054742.857,-0.04990,0.02813,0.25714,1,3,0.667,ok,-0.20308;-0.07872;0.17852
01107.png,1787054743.003,-0.04706,0.01928,0.25777,1,3,0.667,ok,-0.17445;-0.08185;0.17597
01108.png,1787054743.053,-0.12178,-0.11975,0.19067,1,3,0.417,ok,-0.08453;0.02575;0.21780
01109.png,1787054743.106,-0.10788,-0.16027,0.19246,1,3,0.479,ok,-0.08470;0.01040;0.20536
01110.png,1787054743.202,0.01500,0.02287,0.14795,1,4,0.625,ok,-0.08900;0.05899;0.25934;0.32960
01111.png,1787054743.252,-0.00533,0.03203,0.19350,1,3,0.604,ok,-0.09147;0.10213;0.37232
01112.png,1787054743.304,-0.01397,0.03032,0.21302,0,2,0.438,single_line,-0.09254;0.38411
01113.png,1787054743.352,-0.01527,0.01713,0.21579,1,3,0.562,ok,-0.09264;0.12319;0.38706
01114.png,1787054743.403,0.00890,0.00740,0.16599,1,3,0.729,ok,-0.12020;-0.09190;0.07409
01115.png,1787054743.453,-0.02030,-0.49204,0.17661,1,3,0.417,ok,-0.09352;-0.07989;0.12050
01116.png,1787054743.503,-0.07660,-0.00488,0.34276,1,4,0.604,ok,-0.09478;0.24798;0.28387;0.39886
01117.png,1787054743.553,-0.01735,0.01145,0.22741,0,2,0.479,single_line,-0.09636;0.34332
01118.png,1787054743.703,-0.05609,-0.34556,0.20050,1,3,0.479,ok,-0.09777;-0.05046;0.16264
01119.png,1787054743.752,-0.06998,-0.31308,0.22783,1,3,0.396,ok,-0.09806;-0.04975;0.18972
01120.png,1787054743.803,-0.14139,-0.03793,0.23814,1,3,0.375,ok,-0.09641;0.02224;0.26055
01121.png,1787054743.851,-0.00958,0.00046,0.21479,1,3,0.604,ok,-0.17911;-0.09781;0.11698
01122.png,1787054743.902,-0.02716,-0.00202,0.25181,1,3,0.604,ok,-0.14857;-0.09874;0.15306
01123.png,1787054744.002,-0.03205,-0.43207,0.17638,1,3,0.458,ok,-0.09895;-0.06506;0.12916
01124.png,1787054744.102,-0.03221,0.00194,0.26221,1,3,0.646,ok,-0.21458;-0.09889;0.16331
01125.png,1787054744.202,-0.02485,0.01739,0.24567,1,3,0.646,ok,-0.19360;-0.09800;0.14771
01126.png,1787054744.253,-0.03493,-0.01419,0.27047,1,3,0.625,ok,-0.20406;-0.10031;0.17018
01127.png,1787054744.303,-0.02508,0.00497,0.25108,1,3,0.583,ok,-0.20638;-0.10046;0.15062
01128.png,1787054744.353,-0.01466,-0.01293,0.24212,1,2,0.854,ok,-0.10641;0.13574
01129.png,1787054744.402,-0.02500,0.01876,0.26953,1,2,0.750,ok,-0.10979;0.15978
01130.png,1787054744.452,-0.01178,0.00921,0.24716,0,3,0.375,single_line,-0.11180;-0.08295;0.05404
01131.png,1787054744.602,-0.04129,-0.02936,0.32441,1,2,0.812,ok,-0.12099;0.20356
01132.png,1787054744.652,0.00061,-0.01146,0.24483,1,3,0.812,ok,-0.12303;0.12182;0.26236
01133.png,1787054744.702,0.04031,0.03438,0.17144,1,2,0.708,ok,-0.12608;0.04546
01134.png,1787054744.752,0.02173,0.09646,0.20729,1,2,0.792,ok,-0.12586;0.08240
01135.png,1787054744.802,0.03738,-0.04430,0.19502,1,2,0.750,ok,-0.13498;0.06023
01136.png,1787054744.853,0.02396,0.04325,0.23840,1,2,0.771,ok,-0.14327;0.09535
01137.png,1787054744.904,0.02452,0.02636,0.21870,1,3,0.625,ok,-0.13390;0.08487;0.27571
01138.png,1787054744.953,-0.01806,-0.00892,0.27465,1,3,0.625,ok,-0.11927;0.15539;0.25814
01139.png,1787054745.002,-0.01949,-0.10650,0.26168,1,3,0.604,ok,-0.11210;0.15107;0.20543
01140.png,1787054745.052,-0.00511,-0.08942,0.28315,1,3,0.562,ok,-0.13704;0.14725;0.20046
01141.png,1787054745.103,0.01328,-0.13941,0.25746,1,3,0.667,ok,-0.14327;0.11671;0.19143
01142.png,1787054745.155,-0.00488,-0.12295,0.24028,1,3,0.771,ok,-0.11617;0.12594;0.26392
01143.png,1787054745.203,0.01299,-0.05126,0.25660,1,3,0.688,ok,-0.14146;0.11547;0.19422
01144.png,1787054745.253,-0.00518,-0.08753,0.25029,1,3,0.771,ok,-0.12045;0.13080;0.18820
01145.png,1787054745.305,0.05289,-0.09172,0.17991,1,4,0.396,ok,-0.14323;0.03745;0.09624;0.18091
01146.png,1787054745.653,-0.02717,-0.10775,0.18093,1,4,0.604,ok,-0.14763;-0.06382;0.11816;0.22843
01147.png,1787054745.704,0.01476,-0.03064,0.26249,1,4,0.833,ok,-0.14606;0.11655;0.18107;0.36998
01148.png,1787054745.753,0.04521,-0.03541,0.20472,1,3,0.917,ok,-0.14763;0.05722;0.23324
01149.png,1787054745.805,0.02429,-0.04991,0.24842,1,3,0.917,ok,-0.14866;0.10007;0.20101
01150.png,1787054745.905,0.04727,-0.05653,0.20642,1,3,0.958,ok,-0.15064;0.05611;0.19796
01151.png,1787054745.953,0.04715,-0.05290,0.20684,1,3,0.979,ok,-0.15072;0.05642;0.18828
01152.png,1787054746.007,0.04900,-0.06197,0.20326,1,3,0.958,ok,-0.15083;0.05283;0.18424
01153.png,1787054746.154,-0.01491,-0.13081,0.16396,1,4,0.604,ok,-0.14954;-0.06777;0.09760;0.15431
01154.png,1787054746.205,0.02754,-0.01185,0.24633,1,4,0.750,ok,-0.15071;0.09564;0.17387;0.17643
01155.png,1787054746.254,0.02831,-0.02106,0.25246,1,4,0.708,ok,-0.15457;0.09795;0.15223;0.19133
01156.png,1787054746.355,0.03697,-0.03029,0.23848,1,3,0.854,ok,-0.15627;0.08232;0.17936
01157.png,1787054746.407,0.04913,-0.00957,0.21549,1,4,0.729,ok,-0.41642;-0.15688;0.05862;0.18919
01158.png,1787054746.465,0.05161,-0.12682,0.20711,1,3,0.812,ok,-0.15600;0.05278;0.16473
01159.png,1787054746.504,0.02924,-0.11071,0.15880,1,4,0.625,ok,-0.15549;-0.10913;0.05065;0.18380
01160.png,1787054746.551,0.05352,-0.00439,0.20547,1,4,0.792,ok,-0.15626;0.04922;0.18252;0.26154
01161.png,1787054746.602,0.05716,-0.00395,0.19567,1,4,0.750,ok,-0.21573;-0.15500;0.04068;0.17593
01162.png,1787054746.652,0.05376,-0.01484,0.20950,1,4,0.729,ok,-0.27270;-0.15852;0.05100;0.17123
01163.png,1787054746.703,0.02817,0.00897,0.25661,1,4,0.688,ok,-0.15648;0.10014;0.17877;0.35443
01164.png,1787054746.752,0.02888,0.00796,0.25526,1,4,0.667,ok,-0.15651;0.09875;0.12785;0.20940
01165.png,1787054746.803,0.02601,0.00282,0.25932,1,4,0.667,ok,-0.15567;0.10365;0.21635;0.35542
01166.png,1787054746.852,0.02905,0.01791,0.25045,1,4,0.688,ok,-0.15429;0.09619;0.22941;0.34651
01167.png,1787054746.904,0.02964,0.00765,0.24863,1,4,0.667,ok,-0.15396;0.09468;0.21543;0.27283
01168.png,1787054746.953,0.02988,0.01402,0.24688,1,4,0.625,ok,-0.15334;0.09357;0.22483;0.34662
01169.png,1787054747.052,0.04713,0.00827,0.21531,1,4,0.688,ok,-0.15478;0.06053;0.19398;0.21649
01170.png,1787054747.102,0.04778,-0.11365,0.21503,1,4,0.625,ok,-0.15599;0.06043;0.18957;0.24274
01171.png,1787054747.253,0.08223,-0.12670,0.17086,1,3,0.792,ok,-0.16835;0.00389;0.24712
01172.png,1787054747.302,0.07921,-0.12349,0.17238,1,3,0.771,ok,-0.16606;0.00764;0.19039
01173.png,1787054747.351,0.08160,-0.12670,0.17225,1,3,0.833,ok,-0.16842;0.00522;0.19223
01174.png,1787054747.402,-0.01764,-0.12218,0.15447,1,4,0.438,ok,-0.16483;-0.06251;-0.06017;0.09546
01175.png,1787054747.452,0.04542,-0.01651,0.24027,1,4,0.604,ok,-0.16557;0.07473;0.18439;0.23950
01176.png,1787054747.553,0.07521,-0.11647,0.18106,1,4,0.688,ok,-0.34335;-0.16635;0.01594;0.19159
01177.png,1787054747.604,0.08348,-0.11701,0.16103,1,3,0.750,ok,-0.16455;-0.00241;0.18820
01178.png,1787054747.704,0.08104,-0.02305,0.16219,1,3,0.729,ok,-0.16216;0.00008;0.20072
01179.png,1787054747.753,0.08182,0.00930,0.17547,1,3,0.771,ok,-0.16956;0.00592;0.25488
01180.png,1787054747.855,0.08664,-0.15163,0.17149,1,4,0.312,ok,-0.17338;0.00010;0.00701;0.21582
01181.png,1787054747.905,0.10014,-0.16161,0.14364,1,4,0.312,ok,-0.17291;-0.02737;0.01948;0.23227
01182.png,1787054747.972,0.06567,-0.15371,0.20531,1,3,0.812,ok,-0.16955;0.03821;0.21425
01183.png,1787054748.054,0.06785,-0.14391,0.19389,1,3,0.729,ok,-0.16581;0.03011;0.21566
01184.png,1787054748.154,0.02035,-0.09501,0.21215,1,3,0.875,ok,-0.12690;0.08621;0.22944
01185.png,1787054748.253,0.05438,-0.00417,0.20413,1,3,0.812,ok,-0.15645;0.04768;0.22607
01186.png,1787054748.353,0.03005,0.00794,0.25328,1,3,0.875,ok,-0.15669;0.09659;0.24002
01187.png,1787054748.451,0.02340,0.00066,0.25882,1,3,0.875,ok,-0.15281;0.10601;0.28765
01188.png,1787054748.554,0.01314,0.01951,0.23927,1,3,0.875,ok,-0.13280;0.10652;0.24482
01189.png,1787054748.652,0.03462,0.01588,0.19203,1,3,0.938,ok,-0.13065;0.06141;0.25117
01190.png,1787054748.754,0.04308,0.09080,0.17369,1,4,0.417,ok,-0.13029;0.04412;0.11472;0.24569
01191.png,1787054748.853,-0.00281,-0.02538,0.26474,1,3,0.792,ok,-0.12961;0.13522;0.28785
01192.png,1787054748.903,-0.00529,-0.02569,0.27166,1,3,0.854,ok,-0.13058;0.14116;0.30188
01193.png,1787054748.954,0.00054,-0.02764,0.26271,1,3,0.792,ok,-0.13195;0.13087;0.26087
01194.png,1787054749.003,-0.00440,-0.02853,0.26844,1,3,0.792,ok,-0.12988;0.13867;0.24213
01195.png,1787054749.051,0.00213,-0.02309,0.25767,1,3,0.792,ok,-0.13100;0.12674;0.24957
01196.png,1787054749.102,0.00180,-0.04454,0.25418,1,3,0.750,ok,-0.12902;0.12541;0.28519
01197.png,1787054749.155,0.02101,-0.03204,0.21400,1,3,0.833,ok,-0.12807;0.08605;0.29133
01198.png,1787054749.253,-0.00846,-0.02814,0.27282,1,3,0.771,ok,-0.12801;0.14492;0.34623
01199.png,1787054749.353,-0.00665,-0.04226,0.26960,1,3,0.750,ok,-0.12827;0.14157;0.26608
01200.png,1787054749.403,-0.01280,-0.04245,0.27614,1,3,0.771,ok,-0.12539;0.15099;0.32319
01201.png,1787054749.453,-0.00285,-0.05159,0.25580,1,3,0.708,ok,-0.12522;0.13092;0.31053
01202.png,1787054749.502,0.01942,-0.02770,0.20858,1,3,0.750,ok,-0.12375;0.08490;0.30364
01203.png,1787054749.556,0.01560,-0.05328,0.21561,1,3,0.812,ok,-0.12356;0.09235;0.25445
01204.png,1787054749.605,-0.00240,-0.03556,0.24236,1,3,0.792,ok,-0.11885;0.12366;0.23153
01205.png,1787054749.656,-0.03221,-0.03404,0.29689,1,3,0.854,ok,-0.11632;0.18074;0.23186
01206.png,1787054749.705,-0.02636,-0.03744,0.28304,1,3,0.833,ok,-0.11526;0.16798;0.22781
01207.png,1787054749.754,-0.05376,-0.04836,0.33884,1,3,0.833,ok,-0.11586;0.22338;0.27723
01208.png,1787054749.803,-0.03149,-0.04906,0.28776,1,2,0.854,ok,-0.11257;0.17554
01209.png,1787054749.854,-0.36677,0.57098,0.12276,1,4,0.417,ok,-0.10854;0.27208;0.29381;0.43972
01210.png,1787054749.904,-0.04317,-0.06788,0.29956,1,3,0.938,ok,-0.10695;0.19330;0.27066
01211.png,1787054749.954,-0.06677,-0.07946,0.33833,1,2,0.917,ok,-0.10293;0.23647
01212.png,1787054750.002,-0.03801,-0.01019,0.27316,0,2,0.479,single_line,-0.09858;0.27541
01213.png,1787054750.053,-0.03625,-0.02102,0.27316,0,3,0.500,single_line,-0.10034;0.25188;0.28214
01214.png,1787054750.103,-0.03919,-0.02300,0.27316,0,3,0.500,single_line,-0.09739;0.26999;0.28303
01215.png,1787054750.206,-0.01480,-0.00399,0.21710,1,4,0.729,ok,-0.09376;0.12335;0.21935;0.22831
01216.png,1787054750.260,-0.03552,0.00004,0.25457,1,2,0.896,ok,-0.09176;0.16280
01217.png,1787054750.305,-0.04010,0.00637,0.25990,1,3,0.896,ok,-0.08985;0.17006;0.27985
01218.png,1787054750.356,-0.04288,-0.01285,0.26036,0,2,0.479,single_line,-0.08730;0.04467
01219.png,1787054750.404,-0.07643,0.01630,0.32213,1,2,0.833,ok,-0.08466;0.23752
01220.png,1787054750.456,-0.07199,-0.30692,0.21421,1,3,0.438,ok,-0.08325;-0.04037;0.18435
01221.png,1787054750.506,-0.05054,0.01442,0.26096,1,3,0.604,ok,-0.07995;0.18104;0.20953
01222.png,1787054750.555,-0.09380,-0.24016,0.16348,1,3,0.417,ok,-0.07800;0.00965;0.17796
01223.png,1787054750.602,-0.06535,-0.34205,0.22743,1,4,0.354,ok,-0.07634;-0.05536;0.18606;0.29157
01224.png,1787054750.655,-0.04426,-0.02854,0.23869,0,3,0.500,single_line,-0.07508;0.05922;0.19294
01225.png,1787054750.703,-0.00165,0.00920,0.14653,1,3,0.708,ok,-0.07162;0.07492;0.22813
01226.png,1787054750.802,-0.13678,-0.10008,0.16742,1,3,0.479,ok,-0.06792;0.05264;0.22091
01227.png,1787054750.855,-0.04878,0.00395,0.23098,1,3,0.708,ok,-0.14676;-0.06671;0.16427
01228.png,1787054750.902,-0.10642,-0.22060,0.17027,1,3,0.396,ok,-0.06321;0.01917;0.19367
01229.png,1787054751.002,-0.05805,-0.01322,0.23147,1,3,0.646,ok,-0.15573;-0.05769;0.17380
01230.png,1787054751.055,-0.05168,-0.02141,0.22275,1,3,0.604,ok,-0.12119;-0.05972;0.16308
01231.png,1787054751.104,-0.07936,-0.31944,0.15829,1,3,0.583,ok,-0.05787;-0.00401;0.16272
01232.png,1787054751.153,0.04353,-0.19991,0.20199,0,3,0.292,single_line,-0.05418;0.05747;0.18653
01233.png,1787054751.204,-0.09675,-0.26335,0.23592,1,3,0.479,ok,-0.05542;-0.02542;0.21892
01234.png,1787054751.301,-0.10091,-0.24397,0.15305,1,3,0.479,ok,-0.05028;0.02205;0.17977
01235.png,1787054751.352,-0.09468,-0.25848,0.16114,1,3,0.562,ok,-0.05066;0.01134;0.17802
01236.png,1787054751.402,-0.11308,-0.21131,0.20478,1,3,0.479,ok,-0.04194;0.00836;0.21779
01237.png,1787054751.453,-0.09169,-0.27172,0.18515,1,3,0.521,ok,-0.03586;-0.00441;0.18780
01238.png,1787054751.653,-0.11165,-0.21293,0.20352,1,3,0.500,ok,-0.03642;0.00754;0.21576
01239.png,1787054751.752,-0.10272,-0.22452,0.20989,1,3,0.521,ok,-0.03114;-0.00492;0.21037
01240.png,1787054751.802,-0.09818,-0.24808,0.22077,1,3,0.500,ok,-0.03063;-0.01569;0.21205
01241.png,1787054751.853,-0.09874,-0.25557,0.20818,1,3,0.417,ok,-0.03038;-0.00884;0.20632
01242.png,1787054752.002,-0.09459,-0.28527,0.17048,1,3,0.312,ok,-0.02478;0.00576;0.18342
01243.png,1787054752.052,-0.09164,-0.28616,0.17572,1,3,0.333,ok,-0.02127;0.00005;0.18322
01244.png,1787054760.753,0.06757,0.00781,0.20619,1,3,0.875,ok,-0.17067;0.03553;0.21310
01245.png,1787054760.753,0.06920,-0.01604,0.20781,1,3,0.833,ok,-0.17312;0.03472;0.21346
01246.png,1787054760.754,0.06935,-0.01557,0.20794,1,3,0.875,ok,-0.17334;0.03463;0.20968
01247.png,1787054760.754,0.06795,-0.00388,0.21099,1,3,0.833,ok,-0.17345;0.03754;0.21274
01248.png,1787054760.754,0.07143,-0.00388,0.20446,1,3,0.854,ok,-0.17367;0.03080;0.21097
01249.png,1787054760.755,0.06935,-0.01539,0.20794,1,3,0.854,ok,-0.17334;0.03463;0.20968
01250.png,1787054760.755,0.06658,-0.00355,0.21349,1,3,0.792,ok,-0.17332;0.04016;0.21097
01251.png,1787054760.756,0.06980,-0.01557,0.20698,1,3,0.833,ok,-0.17330;0.03370;0.20627
01252.png,1787054760.761,0.07968,-0.01557,0.18685,1,3,0.833,ok,-0.17312;0.01375;0.21325
01253.png,1787054760.762,0.06935,-0.00599,0.20820,1,3,0.896,ok,-0.17345;0.03475;0.21097
